Q1,Q2,Q3,Q4,Q5,Q6_encoded,Avg_EAR,Std_EAR,Avg_MAR,Std_MAR,Positive_Percent,Neutral_Percent,Negative_Percent,Sentiment_Pos,Sentiment_Neu,Sentiment_Neg,Sentiment_Comp
Always,Often,Sometimes,Never,Rarely,3.2802700082225975,0.263,0.0251,0.1752,0.0141,22.39,27.26,50.35,0.0,0.95,0.05,-0.1318
Rarely,Never,Never,Often,Always,0.16631583938637506,0.2543,0.0256,0.079,0.0155,45.02,54.98,0.0,0.35,0.65,0.0,1.0
Often,Rarely,Sometimes,Sometimes,Sometimes,1.9925197741921696,0.304,0.0191,0.1619,0.018,43.11,48.67,8.22,0.01,0.99,0.0,0.0341
Often,Often,Always,Sometimes,Sometimes,2.757241648410761,0.3691,0.0253,0.1227,0.0176,16.64,20.17,63.2,0.0,0.73,0.27,-0.7785
Rarely,Rarely,Rarely,Often,Always,1.0092477082787483,0.342,0.0233,0.0735,0.0102,50.99,19.69,29.32,0.11,0.89,0.0,0.3228
Rarely,Rarely,Sometimes,Sometimes,Often,1.2310836211725964,0.2927,0.0245,0.1292,0.0123,0.0,100.0,0.0,0.02,0.98,0.0,0.055
Often,Always,Often,Rarely,Sometimes,2.4545516119575352,0.2831,0.0226,0.1102,0.0157,15.48,31.17,53.35,0.08,0.92,0.0,0.2272
Always,Often,Always,Rarely,Never,3.5917411737749476,0.2924,0.0286,0.0996,0.0138,5.88,33.33,60.79,0.0,0.95,0.05,-0.1394
Sometimes,Sometimes,Always,Never,Never,3.2396976812115974,0.3228,0.0111,0.142,0.0159,0.0,52.14,47.86,0.0,0.7,0.3,-0.8714
Sometimes,Rarely,Sometimes,Sometimes,Rarely,2.332520876398334,0.2874,0.0206,0.1028,0.0158,0.0,84.81,15.19,0.0,0.98,0.02,-0.0527
Often,Always,Often,Sometimes,Rarely,2.920886871028997,0.3162,0.0248,0.0826,0.0139,6.45,64.9,28.64,0.0,0.78,0.22,-0.6374
Rarely,Rarely,Often,Often,Often,1.4592898808311947,0.3514,0.0132,0.0975,0.0167,19.46,67.36,13.18,0.12,0.88,0.0,0.3296
Often,Often,Sometimes,Rarely,Rarely,2.563862112395031,0.2404,0.028,0.0891,0.018,24.45,36.18,39.37,0.19,0.81,0.0,0.5314
Sometimes,Rarely,Sometimes,Sometimes,Sometimes,1.8647263645102279,0.3209,0.0202,0.1505,0.0146,2.71,59.18,38.11,0.0,0.96,0.04,-0.1226
Rarely,Never,Never,Always,Often,0.7597445458302436,0.3681,0.0194,0.053,0.0133,52.07,23.4,24.52,0.26,0.74,0.0,0.7433
Often,Sometimes,Often,Rarely,Rarely,2.8069530955090287,0.351,0.0108,0.1696,0.0192,15.32,43.52,41.16,0.0,0.8,0.2,-0.5591
Often,Sometimes,Sometimes,Sometimes,Often,2.225858549395288,0.3516,0.0213,0.0916,0.0155,36.47,46.88,16.65,0.23,0.77,0.0,0.6452
Sometimes,Rarely,Rarely,Often,Sometimes,1.4344863278143656,0.2129,0.0128,0.1068,0.019,26.23,48.06,25.71,0.14,0.86,0.0,0.3992
Always,Always,Often,Never,Sometimes,3.645356760314523,0.1653,0.0108,0.1765,0.0105,11.43,43.02,45.55,0.0,0.88,0.12,-0.3408
Never,Never,Never,Always,Often,0.08373647130693307,0.319,0.0167,0.1329,0.0197,55.48,42.38,2.14,0.18,0.82,0.0,0.5146
Sometimes,Rarely,Sometimes,Often,Often,1.263092604997984,0.3176,0.0274,0.0985,0.0145,22.71,51.33,25.97,0.0,0.93,0.07,-0.1951
Rarely,Never,Never,Often,Always,0.22752559111058623,0.3735,0.0239,0.1143,0.017,21.88,77.95,0.17,0.29,0.71,0.0,0.8311
Sometimes,Often,Often,Rarely,Rarely,3.0661092648865087,0.2431,0.0163,0.1421,0.0185,23.72,37.2,39.08,0.0,0.87,0.13,-0.3828
Often,Often,Sometimes,Sometimes,Sometimes,2.8084298164551704,0.3453,0.0171,0.1626,0.0145,19.06,40.75,40.19,0.0,0.87,0.13,-0.3811
Never,Rarely,Rarely,Often,Always,1.3254088749452682,0.181,0.0263,0.0859,0.0121,57.35,14.41,28.25,0.08,0.92,0.0,0.242
Often,Sometimes,Always,Sometimes,Sometimes,2.702651608828292,0.3407,0.0167,0.1412,0.0191,19.21,39.76,41.03,0.0,0.85,0.15,-0.4415
Sometimes,Sometimes,Sometimes,Often,Sometimes,1.5837489047837994,0.2935,0.0197,0.1894,0.0184,3.66,75.81,20.53,0.0,0.89,0.11,-0.3038
Often,Sometimes,Always,Never,Rarely,3.0250151656897373,0.3346,0.0164,0.2088,0.0144,2.03,72.13,25.84,0.0,0.79,0.21,-0.6065
Often,Sometimes,Sometimes,Often,Often,1.8167346509468243,0.26,0.0241,0.1361,0.0108,4.81,67.81,27.38,0.07,0.93,0.0,0.1948
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.6491189113266622,0.2831,0.0225,0.0871,0.0194,15.48,64.97,19.55,0.06,0.94,0.0,0.1844
Always,Always,Often,Never,Never,3.738919661953204,0.2641,0.0144,0.0767,0.0153,10.67,56.57,32.76,0.0,0.99,0.01,-0.0144
Rarely,Rarely,Rarely,Often,Sometimes,1.003516399562801,0.254,0.0269,0.0727,0.0188,10.81,81.65,7.54,0.14,0.86,0.0,0.4029
Never,Rarely,Rarely,Always,Often,0.4817893599862617,0.4057,0.0115,0.1397,0.0102,7.75,92.25,0.0,0.27,0.73,0.0,0.7724
Rarely,Sometimes,Rarely,Often,Sometimes,2.3381724530378327,0.2889,0.013,0.1805,0.014,34.23,18.2,47.57,0.0,0.87,0.13,-0.3675
Always,Often,Often,Rarely,Never,3.8772872491367156,0.2556,0.0244,0.1722,0.0154,5.55,50.4,44.05,0.0,0.94,0.06,-0.1615
Sometimes,Sometimes,Rarely,Sometimes,Often,1.5113568549087466,0.3551,0.0121,0.1088,0.0192,5.95,51.93,42.13,0.22,0.78,0.0,0.6343
Never,Never,Rarely,Often,Often,0.2481470545151261,0.2909,0.0173,0.1243,0.0136,17.91,75.66,6.43,0.06,0.94,0.0,0.1818
Rarely,Sometimes,Sometimes,Often,Sometimes,1.3572210692382698,0.3651,0.0213,0.1445,0.0152,9.93,68.2,21.87,0.14,0.86,0.0,0.3928
Sometimes,Sometimes,Often,Often,Sometimes,2.0237266172782338,0.2525,0.0154,0.0624,0.0196,31.33,38.57,30.09,0.01,0.99,0.0,0.0412
Rarely,Rarely,Rarely,Always,Often,0.6476920265288548,0.3567,0.0214,0.0947,0.0169,47.07,50.33,2.6,0.28,0.72,0.0,0.8105
Often,Sometimes,Often,Rarely,Never,2.632408872225968,0.343,0.0228,0.1497,0.0134,20.65,29.2,50.15,0.0,0.75,0.25,-0.7229
Always,Always,Often,Rarely,Never,3.9909975560408024,0.267,0.0167,0.2129,0.0163,0.0,54.72,45.28,0.0,0.84,0.16,-0.4514
Sometimes,Sometimes,Often,Often,Often,1.8069579039257753,0.31,0.0269,0.1173,0.0142,28.9,28.43,42.66,0.0,1.0,0.0,-0.0036
Sometimes,Rarely,Rarely,Sometimes,Often,1.4189142269208506,0.2652,0.0156,0.152,0.0117,1.78,57.9,40.33,0.04,0.96,0.0,0.1122
Rarely,Sometimes,Sometimes,Sometimes,Sometimes,1.6028166673378665,0.3058,0.0169,0.095,0.0105,0.0,89.68,10.32,0.14,0.86,0.0,0.4109
Rarely,Rarely,Sometimes,Sometimes,Often,0.46058471358080455,0.3529,0.0158,0.1286,0.0152,36.79,63.21,0.0,0.26,0.74,0.0,0.7448
Always,Often,Always,Rarely,Sometimes,3.533094405704895,0.2935,0.0143,0.0983,0.018,0.0,68.97,31.03,0.0,0.82,0.18,-0.5006
Rarely,Sometimes,Sometimes,Often,Sometimes,1.659302622085408,0.2778,0.021,0.1933,0.0158,48.37,38.3,13.33,0.21,0.79,0.0,0.6018
Rarely,Sometimes,Rarely,Sometimes,Sometimes,1.5490976456993653,0.3172,0.0178,0.0974,0.0191,0.0,77.93,22.07,0.17,0.83,0.0,0.4829
Often,Often,Often,Rarely,Never,2.6387610917218973,0.3561,0.0117,0.1135,0.0101,0.0,72.51,27.49,0.0,0.92,0.08,-0.2268
Rarely,Rarely,Sometimes,Sometimes,Sometimes,1.768133683724494,0.3202,0.0134,0.075,0.016,50.4,12.48,37.11,0.0,1.0,0.0,-0.0113
Often,Often,Often,Sometimes,Rarely,2.592933875231384,0.2965,0.0261,0.1064,0.0157,21.85,57.45,20.7,0.0,0.97,0.03,-0.0863
Rarely,Never,Never,Often,Often,0.24578516052315003,0.3568,0.022,0.0347,0.0197,57.48,25.46,17.05,0.29,0.71,0.0,0.8198
Often,Always,Often,Rarely,Never,3.2548933748889097,0.3169,0.0254,0.1249,0.0149,13.44,57.97,28.58,0.0,0.88,0.12,-0.3536
Always,Always,Always,Never,Never,3.7620158115176103,0.2776,0.0282,0.1231,0.0101,0.0,54.04,45.96,0.0,0.65,0.35,-1.0
Often,Sometimes,Often,Rarely,Sometimes,2.595061544637544,0.3015,0.0139,0.13,0.0194,22.39,20.32,57.29,0.0,0.92,0.08,-0.2205
Often,Always,Often,Never,Rarely,3.818263715435243,0.278,0.0246,0.1186,0.0166,5.76,46.38,47.86,0.0,0.65,0.35,-1.0
Rarely,Rarely,Never,Often,Sometimes,0.6057292574798532,0.3568,0.0217,0.1214,0.0139,28.08,71.92,0.0,0.04,0.96,0.0,0.1193
Sometimes,Rarely,Often,Sometimes,Sometimes,1.9096647579214148,0.3197,0.0273,0.121,0.0181,16.66,58.99,24.35,0.0,0.97,0.03,-0.0736
Sometimes,Often,Sometimes,Sometimes,Rarely,2.407226935781789,0.2672,0.0152,0.1183,0.0198,6.68,54.01,39.31,0.0,0.93,0.07,-0.2109
Often,Sometimes,Rarely,Sometimes,Often,2.3269465896847468,0.3221,0.0241,0.0945,0.0132,2.41,40.14,57.45,0.0,0.9,0.1,-0.2907
Sometimes,Never,Often,Often,Sometimes,1.605847116356173,0.3638,0.0127,0.0854,0.0101,8.43,83.98,7.59,0.33,0.67,0.0,0.9433
Sometimes,Rarely,Sometimes,Rarely,Often,1.3523376374650455,0.3644,0.0102,0.1729,0.0158,27.55,47.62,24.83,0.0,1.0,0.0,-0.0116
Never,Rarely,Rarely,Always,Always,0.5072960902016752,0.4038,0.0123,0.1568,0.0156,33.71,57.5,8.79,0.1,0.9,0.0,0.2984
Sometimes,Rarely,Sometimes,Rarely,Sometimes,1.5669698022491128,0.2934,0.0221,0.154,0.0181,31.65,34.51,33.84,0.13,0.87,0.0,0.3611
Never,Rarely,Rarely,Sometimes,Often,0.6506432604219405,0.3968,0.0138,0.1053,0.0182,32.02,67.98,0.0,0.01,0.99,0.0,0.0346
Sometimes,Always,Often,Never,Rarely,2.9374627059688736,0.2654,0.0264,0.1035,0.0171,9.77,62.52,27.71,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Sometimes,Always,0.8353237419783599,0.3098,0.0266,0.1215,0.0154,30.16,61.94,7.9,0.19,0.81,0.0,0.5518
Never,Rarely,Rarely,Often,Always,0.2342612211381354,0.3444,0.0163,0.1289,0.0136,51.51,48.49,0.0,0.35,0.65,0.0,0.9915
Often,Sometimes,Sometimes,Rarely,Sometimes,2.2094645512689373,0.2864,0.0175,0.1249,0.0181,11.09,72.52,16.39,0.0,0.94,0.06,-0.1718
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.3809189308776064,0.2987,0.021,0.0983,0.0193,24.13,44.23,31.64,0.11,0.89,0.0,0.311
Always,Always,Often,Rarely,Rarely,3.487652245122022,0.3134,0.0219,0.1219,0.0147,0.0,70.88,29.12,0.0,0.65,0.35,-1.0
Often,Sometimes,Often,Sometimes,Rarely,2.3079264496707275,0.2911,0.023,0.1015,0.017,7.77,63.6,28.63,0.0,0.96,0.04,-0.1051
Rarely,Rarely,Rarely,Rarely,Often,1.381923414893783,0.3327,0.0258,0.1229,0.0142,32.3,55.11,12.59,0.0,0.95,0.05,-0.1484
Often,Sometimes,Often,Rarely,Rarely,3.212047526105282,0.3474,0.0151,0.082,0.0126,9.64,55.08,35.27,0.0,0.9,0.1,-0.2771
Sometimes,Sometimes,Sometimes,Rarely,Sometimes,2.1611155727496842,0.1924,0.028,0.1579,0.0111,10.26,83.02,6.72,0.0,1.0,0.0,-0.0005
Rarely,Rarely,Rarely,Often,Always,0.317121138524767,0.2465,0.0235,0.1152,0.0145,41.56,58.44,0.0,0.0,0.99,0.01,-0.019
Sometimes,Sometimes,Sometimes,Sometimes,Rarely,2.2634022412529866,0.2431,0.021,0.1012,0.0104,10.21,36.38,53.41,0.0,0.97,0.03,-0.0837
Often,Often,Often,Never,Rarely,3.6320741816866495,0.3192,0.0285,0.0949,0.0171,0.0,72.23,27.77,0.0,0.73,0.27,-0.7683
Rarely,Rarely,Sometimes,Often,Often,1.5852505019928822,0.2507,0.0248,0.056,0.0118,22.59,66.51,10.89,0.0,0.93,0.07,-0.2081
Never,Sometimes,Rarely,Often,Sometimes,1.1853032075992003,0.2504,0.0219,0.1138,0.0107,10.59,72.53,16.88,0.12,0.88,0.0,0.3362
Rarely,Rarely,Never,Always,Always,0.5738778280720802,0.3043,0.0179,0.1624,0.019,30.07,41.93,28.0,0.12,0.88,0.0,0.3442
Rarely,Never,Sometimes,Always,Always,0.6057820877414293,0.2603,0.0165,0.1205,0.0197,31.43,68.57,0.0,0.35,0.65,0.0,1.0
Sometimes,Rarely,Sometimes,Sometimes,Sometimes,1.7310859373672756,0.3481,0.0195,0.1081,0.0187,15.27,71.69,13.04,0.0,0.95,0.05,-0.148
Often,Often,Sometimes,Rarely,Rarely,2.382719296646118,0.2665,0.0137,0.1636,0.0122,34.38,34.53,31.09,0.07,0.93,0.0,0.2081
Rarely,Never,Rarely,Always,Often,0.322461620678407,0.309,0.0108,0.1232,0.0106,40.13,59.87,0.0,0.23,0.77,0.0,0.6643
Often,Always,Often,Never,Rarely,3.758274356100663,0.2609,0.0114,0.1052,0.0132,25.14,44.29,30.57,0.0,0.65,0.35,-1.0
Often,Often,Often,Sometimes,Never,3.0205344697807837,0.331,0.026,0.1863,0.0103,1.03,55.95,43.03,0.0,0.83,0.17,-0.4825
Rarely,Often,Sometimes,Rarely,Rarely,2.3464956731346507,0.3232,0.02,0.1329,0.0147,25.02,37.88,37.1,0.0,0.83,0.17,-0.4725
Often,Often,Always,Rarely,Rarely,3.3137546837559633,0.3102,0.0288,0.0864,0.0189,0.0,42.43,57.57,0.0,0.68,0.32,-0.9101
Rarely,Never,Rarely,Always,Always,0.32074702724845316,0.3443,0.0192,0.1215,0.0186,26.68,69.14,4.18,0.34,0.66,0.0,0.9813
Often,Rarely,Rarely,Rarely,Sometimes,1.9073555109324976,0.3062,0.0194,0.1287,0.0114,11.57,33.42,55.0,0.23,0.77,0.0,0.6437
Often,Often,Sometimes,Rarely,Rarely,2.5203725074466536,0.3613,0.0152,0.106,0.0166,26.12,34.14,39.75,0.0,0.9,0.1,-0.293
Often,Sometimes,Often,Never,Sometimes,3.314611624473157,0.2975,0.0294,0.1635,0.0153,15.99,43.66,40.35,0.0,0.94,0.06,-0.1619
Always,Often,Often,Never,Rarely,3.133878240197071,0.3012,0.0273,0.1356,0.0184,0.0,92.52,7.48,0.0,0.7,0.3,-0.8694
Rarely,Rarely,Rarely,Sometimes,Often,1.1082769988535985,0.3207,0.0232,0.08,0.0102,37.66,35.08,27.25,0.24,0.76,0.0,0.6948
Always,Often,Always,Never,Rarely,3.763520678236817,0.3275,0.0208,0.1533,0.0161,26.39,33.65,39.96,0.0,0.81,0.19,-0.5292
Rarely,Never,Never,Often,Often,0.4973833657234814,0.3071,0.0245,0.1099,0.0179,48.87,50.63,0.5,0.14,0.86,0.0,0.4
Often,Always,Often,Never,Rarely,3.5005344744846085,0.2882,0.0237,0.122,0.0152,5.24,78.51,16.24,0.0,0.75,0.25,-0.7049
Always,Always,Always,Rarely,Rarely,3.883760998418474,0.2328,0.0217,0.1821,0.0163,0.0,60.6,39.4,0.0,0.65,0.35,-1.0
Rarely,Rarely,Rarely,Often,Often,0.7086140928905023,0.294,0.0224,0.0855,0.0156,23.95,34.24,41.82,0.14,0.86,0.0,0.3959
Often,Sometimes,Sometimes,Rarely,Sometimes,2.888264256815141,0.3553,0.012,0.1504,0.0158,8.26,50.33,41.42,0.0,0.89,0.11,-0.3018
Never,Never,Never,Often,Always,0.16114207511199385,0.332,0.0299,0.1503,0.0181,20.85,79.15,0.0,0.35,0.65,0.0,1.0
Often,Rarely,Rarely,Often,Sometimes,1.6216913005566198,0.3101,0.0119,0.0948,0.0194,33.86,49.19,16.95,0.02,0.98,0.0,0.0528
Rarely,Often,Sometimes,Sometimes,Often,2.065133196790696,0.2626,0.0208,0.1225,0.0123,0.0,81.52,18.48,0.17,0.83,0.0,0.4876
Often,Often,Sometimes,Rarely,Rarely,2.3225809036385363,0.3651,0.0222,0.1127,0.0148,0.0,85.26,14.74,0.0,0.8,0.2,-0.5683
Always,Always,Always,Rarely,Rarely,3.743748992994238,0.3496,0.0137,0.1157,0.0191,0.0,67.65,32.35,0.0,0.78,0.22,-0.6235
Rarely,Often,Sometimes,Sometimes,Rarely,2.6890027491767787,0.3443,0.028,0.1786,0.019,14.55,44.45,41.0,0.0,0.75,0.25,-0.7033
Sometimes,Sometimes,Sometimes,Often,Rarely,1.925111804876948,0.2924,0.0169,0.0572,0.019,25.18,53.74,21.08,0.0,0.99,0.01,-0.0385
Always,Always,Often,Never,Never,3.2387001450635573,0.3132,0.0121,0.1159,0.018,21.49,39.18,39.33,0.0,0.8,0.2,-0.558
Always,Always,Always,Never,Rarely,3.8021312838176358,0.2871,0.0283,0.1048,0.0101,0.0,81.18,18.82,0.0,0.84,0.16,-0.4667
Never,Never,Rarely,Always,Often,0.08826459472916337,0.3494,0.0117,0.1513,0.0155,49.2,33.24,17.56,0.04,0.96,0.0,0.1081
Always,Always,Always,Never,Never,3.9300850890241548,0.2898,0.0299,0.1215,0.0177,25.91,40.08,34.01,0.0,0.73,0.27,-0.785
Rarely,Never,Rarely,Always,Often,0.34452855625472134,0.3661,0.0136,0.1726,0.0187,45.77,54.08,0.15,0.04,0.96,0.0,0.1248
Often,Often,Often,Rarely,Never,3.2575471170750454,0.337,0.0256,0.1077,0.0183,8.99,54.83,36.18,0.0,0.9,0.1,-0.2744
Never,Rarely,Sometimes,Often,Often,1.12133901020565,0.3112,0.0255,0.1076,0.0195,31.4,66.24,2.37,0.26,0.74,0.0,0.7334
Never,Rarely,Rarely,Always,Often,0.528718631015487,0.3235,0.026,0.0883,0.0169,31.75,68.25,0.0,0.11,0.89,0.0,0.3208
Sometimes,Sometimes,Often,Sometimes,Often,1.7594225588553396,0.3432,0.0119,0.1246,0.0173,25.53,37.97,36.5,0.13,0.87,0.0,0.367
Sometimes,Often,Sometimes,Sometimes,Never,2.575826317790454,0.313,0.013,0.1196,0.0132,8.09,63.58,28.33,0.0,0.65,0.35,-1.0
Rarely,Often,Rarely,Often,Sometimes,1.5238073800939,0.2721,0.0153,0.0743,0.0171,40.56,23.53,35.91,0.0,0.98,0.02,-0.0457
Never,Rarely,Never,Often,Always,0.21826163313079583,0.3199,0.0289,0.0739,0.0194,69.08,30.92,0.0,0.35,0.65,0.0,1.0
Often,Sometimes,Often,Rarely,Sometimes,2.3978445586348665,0.335,0.0107,0.1084,0.0163,21.78,56.31,21.91,0.0,0.97,0.03,-0.0988
Often,Always,Always,Never,Never,3.609613104442699,0.3013,0.0215,0.1772,0.0194,21.82,20.3,57.88,0.0,0.82,0.18,-0.506
Rarely,Rarely,Rarely,Often,Rarely,1.5328614637890068,0.3289,0.0242,0.051,0.012,30.43,34.03,35.54,0.19,0.81,0.0,0.5565
Rarely,Sometimes,Rarely,Always,Often,0.8653311105233081,0.2794,0.0103,0.1467,0.0133,43.64,54.44,1.92,0.0,1.0,0.0,-0.0025
Sometimes,Sometimes,Sometimes,Often,Often,1.7703093837312616,0.307,0.016,0.0884,0.0108,12.14,74.09,13.78,0.02,0.98,0.0,0.0496
Never,Never,Never,Always,Always,0.19345084419512348,0.2913,0.0161,0.1222,0.0126,26.93,72.71,0.36,0.17,0.83,0.0,0.4964
Often,Often,Always,Rarely,Rarely,3.2819503379210992,0.2411,0.021,0.1243,0.0118,13.05,22.79,64.16,0.0,0.7,0.3,-0.8459
Often,Always,Always,Rarely,Rarely,3.305363243800747,0.2901,0.0244,0.0709,0.0121,7.53,57.97,34.5,0.0,0.89,0.11,-0.3017
Often,Sometimes,Often,Rarely,Sometimes,2.3520018537185137,0.3006,0.0235,0.125,0.0158,2.73,87.74,9.52,0.07,0.93,0.0,0.2073
Sometimes,Rarely,Rarely,Often,Often,1.412411555753558,0.3665,0.0227,0.0846,0.0117,18.3,44.85,36.85,0.0,0.85,0.15,-0.4195
Always,Sometimes,Often,Rarely,Sometimes,3.1991334577831334,0.3139,0.0228,0.0695,0.0119,0.0,40.8,59.2,0.0,0.88,0.12,-0.3335
Sometimes,Rarely,Rarely,Sometimes,Often,2.2187480991534687,0.3139,0.0184,0.0409,0.02,0.0,63.5,36.5,0.07,0.93,0.0,0.2009
Often,Often,Always,Rarely,Rarely,3.303729234200065,0.2571,0.0292,0.1663,0.0152,2.02,65.1,32.87,0.0,0.72,0.28,-0.8104
Rarely,Sometimes,Sometimes,Sometimes,Rarely,2.5258351703320825,0.2878,0.0211,0.1573,0.0155,15.3,31.67,53.04,0.0,0.9,0.1,-0.2835
Often,Often,Often,Rarely,Rarely,3.137621892851189,0.3432,0.0269,0.151,0.0188,28.03,53.09,18.88,0.0,0.86,0.14,-0.397
Often,Sometimes,Often,Sometimes,Often,2.39425197287104,0.2885,0.0112,0.1353,0.0148,8.28,63.77,27.96,0.17,0.83,0.0,0.4802
Sometimes,Rarely,Rarely,Sometimes,Sometimes,1.6565642728626648,0.2601,0.0265,0.1248,0.0182,9.73,53.58,36.69,0.01,0.99,0.0,0.0212
Often,Always,Always,Never,Rarely,3.8317834397045503,0.313,0.0105,0.1568,0.0148,5.03,32.42,62.54,0.0,0.88,0.12,-0.3379
Rarely,Often,Sometimes,Rarely,Sometimes,2.164455299515379,0.301,0.0294,0.0919,0.0103,19.04,76.59,4.37,0.0,0.9,0.1,-0.2829
Sometimes,Often,Sometimes,Rarely,Often,2.4203580741621535,0.3364,0.0295,0.1492,0.0185,33.96,28.61,37.43,0.0,0.74,0.26,-0.7404
Never,Never,Rarely,Often,Often,0.881950557658997,0.3006,0.0298,0.0953,0.0181,30.7,62.24,7.06,0.11,0.89,0.0,0.3221
Sometimes,Often,Always,Sometimes,Often,2.502603157709106,0.2785,0.0194,0.1199,0.0136,14.7,56.4,28.91,0.09,0.91,0.0,0.2524
Often,Sometimes,Often,Sometimes,Sometimes,2.2864305979317754,0.3155,0.0216,0.1242,0.0121,0.0,64.98,35.02,0.0,0.87,0.13,-0.3682
Rarely,Rarely,Rarely,Always,Often,0.7393535917880998,0.3283,0.0238,0.1305,0.0105,13.98,71.5,14.52,0.2,0.8,0.0,0.5773
Sometimes,Never,Never,Always,Often,0.23834838941257486,0.3331,0.0187,0.1224,0.0126,15.37,84.63,0.0,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.4174372788590843,0.3303,0.0273,0.1577,0.0154,21.98,44.49,33.53,0.0,0.72,0.28,-0.8028
Sometimes,Sometimes,Always,Never,Rarely,3.054769077401282,0.275,0.0189,0.183,0.0165,13.69,37.04,49.26,0.0,0.85,0.15,-0.426
Sometimes,Often,Often,Sometimes,Rarely,2.093605483688033,0.2889,0.0265,0.1867,0.0148,8.38,61.37,30.25,0.0,0.94,0.06,-0.1626
Rarely,Sometimes,Rarely,Often,Often,0.9070905012785828,0.3265,0.0109,0.0736,0.0109,16.12,61.94,21.94,0.29,0.71,0.0,0.8323
Sometimes,Often,Often,Rarely,Rarely,2.6660879067721397,0.3355,0.0282,0.1513,0.0119,17.5,43.87,38.62,0.0,0.74,0.26,-0.7395
Rarely,Never,Rarely,Often,Always,0.320422906438409,0.3111,0.0255,0.1091,0.0196,32.68,67.32,0.0,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Often,Sometimes,Sometimes,1.7673348192078184,0.3125,0.0277,0.0784,0.0134,0.0,98.96,1.04,0.21,0.79,0.0,0.5954
Rarely,Never,Rarely,Often,Always,0.6534670335936807,0.352,0.0271,0.1134,0.017,40.1,59.9,0.0,0.35,0.65,0.0,1.0
Rarely,Rarely,Rarely,Always,Often,0.7378362042395334,0.3301,0.0238,0.1319,0.0161,22.34,62.23,15.44,0.0,0.95,0.05,-0.1413
Rarely,Sometimes,Never,Often,Often,0.8091757966328146,0.3191,0.0118,0.1008,0.0183,19.12,46.58,34.29,0.06,0.94,0.0,0.1729
Sometimes,Sometimes,Sometimes,Often,Often,1.5468282281759116,0.2034,0.0142,0.1342,0.0135,26.62,51.44,21.94,0.2,0.8,0.0,0.5688
Never,Never,Rarely,Always,Always,0.2046008224815905,0.3001,0.0212,0.097,0.0144,61.11,22.06,16.83,0.35,0.65,0.0,1.0
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1.5911737637163927,0.3139,0.0265,0.1442,0.0129,35.97,27.06,36.97,0.0,0.91,0.09,-0.2653
Rarely,Sometimes,Sometimes,Sometimes,Rarely,2.0468297884588034,0.2903,0.0128,0.1152,0.0157,22.98,38.02,39.0,0.14,0.86,0.0,0.3929
Often,Sometimes,Sometimes,Sometimes,Sometimes,1.9331771398653008,0.2716,0.0238,0.1398,0.0129,46.17,53.83,0.0,0.01,0.99,0.0,0.0413
Sometimes,Rarely,Sometimes,Sometimes,Rarely,1.5311364016121622,0.2977,0.0203,0.114,0.0121,25.29,74.71,0.0,0.0,0.83,0.17,-0.4909
Always,Often,Often,Never,Sometimes,3.35658643228301,0.2794,0.0122,0.1202,0.0123,0.0,84.66,15.34,0.0,0.89,0.11,-0.318
Rarely,Never,Sometimes,Sometimes,Always,0.5813067696820164,0.315,0.0279,0.1008,0.0167,43.58,54.0,2.42,0.34,0.66,0.0,0.9757
Often,Sometimes,Often,Sometimes,Often,2.022786975125496,0.2901,0.0259,0.173,0.0113,8.95,91.05,0.0,0.0,0.81,0.19,-0.5556
Never,Rarely,Never,Always,Always,0.24816566782621718,0.3555,0.0278,0.1561,0.0183,15.78,71.33,12.89,0.35,0.65,0.0,1.0
Rarely,Rarely,Rarely,Always,Always,0.284622715511639,0.2929,0.0165,0.125,0.0115,29.41,69.16,1.43,0.0,0.88,0.12,-0.3399
Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,2.2954633987083852,0.2908,0.0169,0.1727,0.0131,34.3,45.22,20.47,0.04,0.96,0.0,0.1022
Sometimes,Often,Often,Sometimes,Sometimes,2.264073699551284,0.3069,0.0299,0.1898,0.0128,36.15,30.16,33.69,0.07,0.93,0.0,0.2053
Always,Always,Always,Never,Rarely,3.512134051377828,0.3001,0.0182,0.1417,0.0105,0.0,51.38,48.62,0.0,0.7,0.3,-0.8463
Sometimes,Often,Often,Sometimes,Often,2.2314947026402927,0.2798,0.0288,0.1516,0.0156,28.2,40.32,31.48,0.09,0.91,0.0,0.2587
Often,Always,Always,Rarely,Never,3.839164081619401,0.2879,0.0219,0.1016,0.0189,0.0,47.59,52.41,0.0,0.87,0.13,-0.3674
Never,Never,Sometimes,Often,Often,0.19477939359971908,0.3255,0.0258,0.1362,0.0101,50.14,43.39,6.47,0.06,0.94,0.0,0.1594
Never,Never,Rarely,Always,Always,0.39203073912296427,0.2697,0.0128,0.0843,0.0112,13.35,82.46,4.18,0.35,0.65,0.0,1.0
Never,Never,Never,Often,Often,0.17626344628152557,0.2939,0.0295,0.1423,0.0172,42.91,57.09,0.0,0.35,0.65,0.0,1.0
